House_ID,Location,Bedrooms,Bathrooms,Balconies,Area_sqft,Furnishing,Parking,Age_of_Property,Floor,Total_Floors,House_Type,Price_INR
H0655,Delhi,4,2,1,3571,Furnished,0,13,6,14,Villa,8004514
H0656,Pune,1,3,2,1595,Furnished,1,8,5,8,Villa,9749152
H0657,Kolkata,4,4,2,2559,Unfurnished,2,16,14,10,Apartment,20119869
H0658,Hyderabad,3,4,0,2201,Furnished,2,14,2,18,Independent House,14780045
H0659,Mumbai,3,4,3,3393,Furnished,0,20,8,13,Villa,14123605
H0660,Bangalore,4,2,3,2080,Furnished,2,6,13,9,Independent House,24402975
H0661,Coimbatore,5,3,2,2734,Semi-Furnished,0,26,7,16,Independent House,1919794
H0662,Hyderabad,5,3,3,1702,Semi-Furnished,2,21,6,17,Villa,20968358
H0663,Pune,3,4,0,3876,Unfurnished,1,21,5,14,Villa,15932996
H0664,Delhi,2,3,0,3438,Unfurnished,2,11,5,18,Apartment,24325905
H0665,Chennai,5,1,2,3925,Unfurnished,0,22,9,19,Apartment,6152328
H0666,Pune,4,1,0,2951,Semi-Furnished,0,5,1,12,Villa,2020436
H0667,Delhi,5,1,3,2003,Furnished,2,20,9,12,Independent House,20368742
H0668,Mumbai,4,3,1,2777,Furnished,1,15,6,8,Apartment,7132392
H0669,Pune,3,2,3,3243,Semi-Furnished,0,25,4,19,Apartment,12543587
H0670,Kolkata,5,2,1,1899,Unfurnished,0,4,10,15,Villa,5296568
H0671,Chennai,4,2,2,2322,Unfurnished,0,8,14,14,Villa,16468453
H0672,Delhi,3,2,1,3205,Unfurnished,0,13,7,13,Villa,4536753
H0673,Delhi,2,1,0,1498,Semi-Furnished,0,7,9,13,Villa,11666247
H0674,Delhi,4,1,3,1806,Unfurnished,1,13,5,9,Apartment,17033588
H0675,Mumbai,2,4,1,3939,Unfurnished,2,11,14,10,Apartment,24940270
H0676,Pune,2,3,3,3993,Semi-Furnished,1,9,5,9,Apartment,14240791
H0677,Mumbai,1,3,2,2135,Furnished,1,29,8,7,Independent House,2200662
H0678,Coimbatore,5,2,2,677,Semi-Furnished,0,19,7,15,Apartment,2163399
H0679,Bangalore,4,1,0,3431,Semi-Furnished,1,19,13,12,Apartment,6204250
H0680,Bangalore,2,2,2,3321,Semi-Furnished,0,25,13,13,Villa,7052451
H0681,Coimbatore,1,4,1,2132,Semi-Furnished,1,20,8,19,Apartment,17942049
H0682,Pune,3,3,2,837,Furnished,0,12,11,8,Apartment,2776828
H0683,Kolkata,4,3,0,1757,Unfurnished,0,28,12,13,Apartment,13413281
H0684,Mumbai,2,2,3,2596,Semi-Furnished,1,18,10,13,Villa,22441729
H0685,Chennai,5,4,3,1815,Furnished,1,14,2,11,Apartment,3445853
H0686,Delhi,1,3,2,877,Unfurnished,2,7,9,12,Apartment,20954069
H0687,Delhi,2,4,1,3689,Unfurnished,2,22,3,19,Independent House,2090246
H0688,Pune,5,4,0,1123,Unfurnished,2,20,6,7,Independent House,16206661
H0689,Kolkata,2,2,1,779,Semi-Furnished,1,9,6,19,Independent House,13374001
H0690,Bangalore,4,1,0,722,Semi-Furnished,1,2,2,9,Independent House,14701443
H0691,Bangalore,4,2,2,1869,Unfurnished,0,20,12,7,Villa,3327346
H0692,Delhi,4,1,0,2357,Unfurnished,2,2,13,11,Independent House,24637580
H0693,Pune,1,4,0,3722,Unfurnished,0,25,7,10,Apartment,24519219
H0694,Mumbai,4,1,2,1694,Unfurnished,0,4,9,15,Independent House,18594548
H0695,Bangalore,5,4,1,1079,Unfurnished,0,15,12,7,Villa,16476918
H0696,Mumbai,2,3,2,3690,Unfurnished,0,16,10,13,Independent House,5916728
H0697,Kolkata,3,3,0,2397,Furnished,2,5,11,16,Independent House,13503038
H0698,Bangalore,5,3,2,2731,Unfurnished,0,25,1,5,Villa,4155687
H0699,Bangalore,5,2,0,3826,Semi-Furnished,1,19,8,14,Villa,24332936
H0700,Hyderabad,4,2,2,3212,Semi-Furnished,1,19,2,7,Villa,23197563
H0701,Bangalore,1,4,3,3266,Semi-Furnished,1,15,14,19,Villa,19575199
H0702,Coimbatore,2,3,3,3004,Unfurnished,2,23,1,19,Villa,1767587
H0703,Chennai,1,2,2,1415,Semi-Furnished,0,1,8,19,Villa,23388222
H0704,Coimbatore,2,3,1,3294,Furnished,2,19,2,15,Apartment,5301167
H0705,Pune,2,2,0,1042,Unfurnished,0,14,6,19,Independent House,6577554
H0706,Pune,1,1,3,3740,Semi-Furnished,2,17,6,14,Independent House,23951657
H0707,Mumbai,5,1,1,3170,Furnished,2,0,5,15,Villa,19469765
H0708,Coimbatore,2,3,0,742,Furnished,0,25,8,11,Villa,22670351
H0709,Coimbatore,1,4,3,791,Semi-Furnished,2,28,3,7,Apartment,16914728
H0710,Coimbatore,2,2,3,2010,Furnished,0,28,13,18,Apartment,10037187
H0711,Kolkata,3,2,2,977,Semi-Furnished,1,18,10,7,Villa,23255890
H0712,Bangalore,5,1,0,3228,Furnished,1,11,4,6,Apartment,14426841
H0713,Chennai,4,1,1,1134,Unfurnished,1,7,7,13,Apartment,4903154
H0714,Mumbai,2,4,1,2316,Unfurnished,2,5,7,15,Villa,22769055
H0715,Coimbatore,3,4,1,3964,Unfurnished,1,11,13,8,Villa,5204187
H0716,Coimbatore,4,4,0,1632,Unfurnished,0,6,12,14,Villa,23965042
H0717,Hyderabad,4,3,1,3942,Unfurnished,1,17,14,17,Villa,23372971
H0718,Mumbai,2,1,1,2010,Semi-Furnished,1,21,8,10,Independent House,6608364
H0719,Coimbatore,1,3,1,2740,Unfurnished,2,13,2,6,Independent House,3445112
H0720,Mumbai,2,1,2,2589,Unfurnished,0,7,11,13,Villa,14604731
H0721,Bangalore,3,1,2,3176,Unfurnished,2,23,12,19,Apartment,3839326
H0722,Hyderabad,4,2,0,1777,Unfurnished,2,19,2,11,Villa,9056484
H0723,Mumbai,2,1,0,1004,Furnished,0,21,4,14,Independent House,24816560
H0724,Chennai,1,1,1,3487,Unfurnished,2,13,13,9,Apartment,14694350
H0725,Chennai,2,3,2,1772,Unfurnished,0,4,10,11,Independent House,22481478
H0726,Pune,5,1,3,1488,Semi-Furnished,1,8,13,18,Villa,2635736
H0727,Hyderabad,1,3,3,3938,Furnished,0,7,9,8,Independent House,11739109
H0728,Hyderabad,3,4,1,1021,Semi-Furnished,0,1,10,17,Independent House,12224722
H0729,Pune,4,1,1,2241,Unfurnished,0,27,12,14,Independent House,24996376
H0730,Mumbai,2,1,2,1071,Semi-Furnished,2,15,9,17,Apartment,3365501
H0731,Hyderabad,1,3,2,3540,Semi-Furnished,0,12,13,19,Independent House,17864473
H0732,Chennai,5,4,2,1146,Unfurnished,0,6,13,11,Apartment,20512516
H0733,Chennai,1,2,0,1230,Furnished,0,15,4,6,Villa,14735072
H0734,Coimbatore,5,4,0,1637,Furnished,1,6,9,11,Villa,7751565
H0735,Bangalore,3,3,1,3425,Semi-Furnished,0,26,14,19,Independent House,1541410
H0736,Hyderabad,4,4,0,2429,Unfurnished,2,13,3,8,Apartment,20080353
H0737,Mumbai,3,3,2,963,Semi-Furnished,0,13,12,8,Villa,15579031
H0738,Pune,2,3,2,2766,Semi-Furnished,0,11,5,5,Apartment,10769988
H0739,Pune,1,2,0,3909,Semi-Furnished,1,0,10,16,Apartment,5922747
H0740,Mumbai,5,1,3,1145,Unfurnished,0,0,9,7,Independent House,9225792
H0741,Kolkata,5,3,1,3840,Unfurnished,2,11,6,9,Independent House,6658198
H0742,Delhi,1,3,3,3169,Furnished,0,19,3,9,Apartment,6133572
H0743,Bangalore,1,2,1,1233,Unfurnished,2,20,10,6,Apartment,7572479
H0744,Pune,2,3,3,2536,Semi-Furnished,1,14,9,8,Independent House,20822171
H0745,Hyderabad,3,1,0,2280,Semi-Furnished,0,3,6,5,Apartment,6542028
H0746,Bangalore,5,2,1,1562,Furnished,1,6,4,19,Independent House,9849650
H0747,Hyderabad,2,1,1,3605,Unfurnished,0,15,14,13,Apartment,22809083
H0748,Kolkata,3,1,1,1482,Semi-Furnished,2,2,4,5,Independent House,11634683
H0749,Chennai,2,2,2,3427,Furnished,1,6,8,10,Apartment,7408947
H0750,Bangalore,5,3,2,1470,Furnished,0,28,7,11,Independent House,22353588
H0751,Coimbatore,1,1,3,1115,Semi-Furnished,2,23,1,7,Apartment,16688429
H0752,Pune,1,1,0,3585,Semi-Furnished,1,21,6,16,Villa,17179604
H0753,Bangalore,3,1,2,2020,Unfurnished,0,5,8,19,Villa,7633401
H0754,Bangalore,4,1,1,1465,Furnished,1,15,3,5,Apartment,8178134
H0755,Bangalore,3,2,2,2753,Semi-Furnished,0,23,14,11,Villa,4807408
H0756,Delhi,4,2,0,1708,Furnished,2,7,9,7,Apartment,2389297
H0757,Bangalore,2,4,2,813,Unfurnished,2,22,10,17,Apartment,17615462
H0758,Hyderabad,2,4,1,3792,Semi-Furnished,1,21,2,14,Villa,13343767
H0759,Chennai,5,1,3,3803,Unfurnished,1,5,14,16,Apartment,14566175
H0760,Kolkata,4,3,1,3497,Furnished,0,9,6,16,Independent House,2057715
H0761,Mumbai,5,1,0,2844,Unfurnished,2,15,12,10,Apartment,11456517
H0762,Bangalore,1,3,3,618,Unfurnished,0,10,1,17,Apartment,24203851
H0763,Pune,4,1,2,1241,Furnished,2,12,12,16,Villa,21290649
H0764,Bangalore,3,4,2,3683,Unfurnished,1,28,11,18,Independent House,13913430
H0765,Pune,1,4,2,1704,Furnished,0,5,2,10,Apartment,17979002
H0766,Hyderabad,1,3,3,929,Semi-Furnished,0,23,13,18,Apartment,20130194
H0767,Pune,3,1,1,1465,Furnished,2,0,5,16,Apartment,15725994
H0768,Coimbatore,1,3,3,1373,Furnished,2,20,1,8,Apartment,23510511
H0769,Mumbai,4,4,3,991,Semi-Furnished,2,18,8,16,Apartment,10901594
H0770,Chennai,5,1,0,1236,Furnished,1,11,1,15,Apartment,24456866
H0771,Pune,1,1,3,2954,Semi-Furnished,0,23,13,10,Independent House,14317537
H0772,Pune,4,3,2,3938,Semi-Furnished,2,26,9,15,Independent House,9999557
H0773,Chennai,2,2,1,3542,Furnished,1,5,10,14,Apartment,2675471
H0774,Mumbai,4,3,1,3299,Unfurnished,2,29,11,8,Apartment,24858131
H0775,Bangalore,5,4,1,3488,Unfurnished,0,17,3,19,Villa,24295671
H0776,Pune,4,4,2,1625,Semi-Furnished,2,12,12,17,Independent House,14166716
H0777,Chennai,3,4,2,3167,Unfurnished,0,6,2,12,Independent House,3279182
H0778,Coimbatore,5,4,2,2274,Unfurnished,1,22,1,13,Apartment,7570893
H0779,Coimbatore,2,4,2,3283,Furnished,1,12,9,6,Independent House,6395201
H0780,Hyderabad,3,2,2,3980,Semi-Furnished,2,20,4,11,Independent House,3594035
H0781,Chennai,4,1,3,1339,Semi-Furnished,0,7,12,13,Villa,6167217
H0782,Hyderabad,5,3,2,2145,Furnished,0,29,1,13,Villa,14704557
H0783,Coimbatore,2,3,2,1068,Unfurnished,0,20,1,16,Independent House,16072271
H0784,Mumbai,3,4,2,2859,Semi-Furnished,2,16,7,9,Independent House,8997674
H0785,Bangalore,2,3,2,1735,Unfurnished,0,8,2,5,Independent House,23650618
H0786,Chennai,4,4,1,1631,Semi-Furnished,0,19,7,10,Apartment,13339510
H0787,Kolkata,2,2,2,3451,Semi-Furnished,0,12,12,19,Villa,12834437
H0788,Coimbatore,1,2,3,3124,Semi-Furnished,0,1,7,12,Apartment,4307979
H0789,Coimbatore,3,1,3,1473,Semi-Furnished,2,3,10,5,Villa,6993570
H0790,Kolkata,2,2,3,1059,Unfurnished,2,29,14,6,Villa,2059421
H0791,Delhi,4,2,0,2900,Unfurnished,0,28,9,17,Villa,17962731
H0792,Coimbatore,4,1,1,2149,Unfurnished,0,24,13,17,Independent House,16748350
H0793,Pune,2,3,2,1351,Unfurnished,1,1,7,5,Villa,19474102
H0794,Mumbai,4,4,0,2061,Furnished,1,3,13,9,Apartment,17690120
H0795,Chennai,5,4,2,2377,Semi-Furnished,0,17,14,6,Villa,17606387
H0796,Kolkata,5,3,0,3628,Semi-Furnished,0,4,1,19,Apartment,21471189
H0797,Pune,5,1,0,1453,Semi-Furnished,1,18,12,14,Villa,17514341
H0798,Kolkata,1,3,3,2883,Furnished,1,9,13,14,Villa,2881194
H0799,Chennai,2,2,3,1929,Unfurnished,0,17,8,18,Independent House,20602178
H0800,Hyderabad,1,1,0,1077,Semi-Furnished,2,29,8,8,Apartment,6939619
H0801,Chennai,4,1,3,3326,Unfurnished,2,24,4,5,Villa,24306266
H0802,Delhi,1,1,0,3691,Unfurnished,0,20,13,11,Villa,13250921
H0803,Chennai,4,4,1,2863,Furnished,0,9,8,12,Apartment,8905106
H0804,Chennai,4,3,3,3502,Furnished,1,4,4,9,Villa,14763847
H0805,Delhi,3,1,3,734,Unfurnished,1,16,8,6,Independent House,16653543
H0806,Mumbai,5,1,3,3552,Semi-Furnished,2,21,5,12,Apartment,17435736
H0807,Coimbatore,4,1,1,1752,Semi-Furnished,0,12,4,5,Independent House,12923333
H0808,Chennai,3,3,0,1009,Furnished,1,22,6,19,Apartment,17121714
H0809,Delhi,5,4,2,2045,Furnished,2,16,2,11,Apartment,13565470
H0810,Pune,4,2,3,1917,Furnished,2,8,12,5,Apartment,7176448
H0811,Hyderabad,4,4,0,1869,Furnished,2,23,2,16,Villa,11221068
H0812,Hyderabad,1,1,1,2179,Furnished,1,11,2,10,Apartment,15049854
H0813,Chennai,1,4,2,685,Furnished,1,13,9,17,Apartment,7298164
H0814,Mumbai,5,4,3,3203,Furnished,0,13,14,10,Apartment,18865378
H0815,Mumbai,4,2,1,2465,Semi-Furnished,0,7,10,19,Independent House,21520605
H0816,Pune,2,3,1,2069,Furnished,2,22,3,9,Apartment,9471265
H0817,Chennai,1,3,2,977,Furnished,2,4,10,19,Villa,21089410
H0818,Hyderabad,5,4,0,2280,Semi-Furnished,1,18,4,6,Apartment,6393864
H0819,Mumbai,4,4,3,1674,Semi-Furnished,1,27,10,6,Apartment,14105882
H0820,Chennai,4,3,3,841,Unfurnished,0,13,12,13,Independent House,12914159
H0821,Kolkata,2,3,0,3965,Furnished,0,8,8,9,Villa,7436311
H0822,Mumbai,5,2,0,1519,Furnished,0,29,4,9,Villa,18692690
H0823,Delhi,4,1,0,2186,Furnished,1,6,11,11,Villa,4703028
H0824,Kolkata,1,4,2,2913,Furnished,2,26,10,10,Apartment,22533435
H0825,Coimbatore,2,3,2,3791,Unfurnished,0,25,10,6,Apartment,11076700
H0826,Mumbai,5,4,3,3359,Semi-Furnished,0,25,13,15,Villa,20973803
H0827,Hyderabad,2,4,2,1871,Semi-Furnished,1,7,7,5,Villa,3582003
H0828,Bangalore,1,3,1,669,Furnished,0,13,5,9,Independent House,13562384
H0829,Kolkata,5,2,3,2704,Furnished,2,21,9,8,Villa,10777755
H0830,Coimbatore,2,4,2,2005,Furnished,1,27,4,16,Apartment,11849107
H0831,Pune,3,2,0,2686,Unfurnished,0,13,3,7,Apartment,11417877
H0832,Pune,1,3,1,2607,Unfurnished,0,10,13,6,Apartment,22366470
H0833,Hyderabad,1,1,0,1400,Semi-Furnished,1,13,2,14,Independent House,2679568
H0834,Mumbai,1,1,3,1641,Furnished,1,20,1,6,Villa,7179226
H0835,Chennai,3,4,0,3379,Furnished,0,7,11,18,Apartment,10063561
H0836,Mumbai,3,3,2,1424,Furnished,2,2,6,19,Independent House,7329567
H0837,Hyderabad,4,2,2,1355,Furnished,1,27,10,8,Independent House,13464003
H0838,Pune,2,4,3,2999,Unfurnished,2,28,2,6,Apartment,4041781
H0839,Mumbai,4,3,0,2595,Semi-Furnished,0,28,8,8,Independent House,4970150
H0840,Pune,2,3,3,2439,Semi-Furnished,2,22,6,7,Independent House,3186150
H0841,Kolkata,3,2,0,1921,Unfurnished,0,17,12,13,Apartment,8738599
H0842,Coimbatore,3,4,1,2930,Furnished,0,2,12,11,Independent House,9530013
H0843,Chennai,4,3,2,2209,Semi-Furnished,0,12,5,18,Apartment,23223865
H0844,Kolkata,5,3,3,709,Semi-Furnished,0,11,13,17,Apartment,7411319
H0845,Pune,4,3,1,1616,Unfurnished,2,14,2,15,Independent House,7787399
H0846,Pune,2,2,1,3851,Furnished,0,17,7,19,Apartment,10813007
H0847,Bangalore,4,4,3,2561,Semi-Furnished,0,4,2,16,Apartment,23351467
H0848,Bangalore,1,4,3,3191,Furnished,2,6,13,7,Villa,17733095
H0849,Kolkata,2,4,1,2369,Semi-Furnished,1,10,14,17,Apartment,9229333
H0850,Delhi,2,4,0,624,Unfurnished,2,25,5,19,Villa,23401576
H0851,Kolkata,5,1,1,1442,Furnished,2,26,2,18,Villa,15224418
H0852,Bangalore,3,1,3,3438,Unfurnished,2,10,11,12,Villa,14180724
H0853,Pune,2,4,1,1337,Semi-Furnished,0,26,10,13,Villa,22017295
H0854,Hyderabad,3,2,0,2704,Unfurnished,0,14,11,17,Independent House,19981070
H0855,Kolkata,4,1,2,779,Unfurnished,0,9,11,11,Independent House,23794487
H0856,Pune,1,3,2,831,Unfurnished,1,14,2,10,Apartment,19605539
H0857,Hyderabad,5,1,1,2517,Semi-Furnished,0,12,7,8,Apartment,19427891
H0858,Hyderabad,3,3,0,942,Furnished,1,13,9,9,Apartment,9344286
H0859,Bangalore,2,4,2,1076,Unfurnished,0,16,5,12,Independent House,9626991
H0860,Kolkata,3,1,1,2422,Furnished,2,12,7,7,Villa,20299817
H0861,Mumbai,2,2,1,3223,Semi-Furnished,0,9,4,6,Independent House,16448057
H0862,Chennai,3,1,0,1054,Furnished,1,24,2,7,Independent House,15096252
H0863,Bangalore,2,1,3,1855,Unfurnished,1,0,3,16,Apartment,4870116
H0864,Bangalore,4,1,1,888,Unfurnished,0,0,2,11,Apartment,10725354
H0865,Mumbai,2,4,3,1836,Unfurnished,2,29,5,12,Apartment,22648316
H0866,Chennai,2,2,3,2905,Unfurnished,0,14,6,5,Villa,13783372
H0867,Pune,1,1,2,1129,Unfurnished,0,15,7,17,Villa,5524389
H0868,Delhi,2,2,3,3334,Unfurnished,0,11,3,11,Independent House,20709007
H0869,Kolkata,1,4,0,3576,Semi-Furnished,2,25,4,13,Villa,3960686
H0870,Delhi,5,3,2,2876,Semi-Furnished,1,23,8,16,Apartment,13470282
H0871,Pune,1,1,2,3897,Semi-Furnished,2,5,4,17,Villa,15747713
H0872,Coimbatore,4,2,2,1195,Furnished,1,5,7,18,Villa,16445531
H0873,Bangalore,1,2,1,1034,Furnished,1,11,12,18,Villa,17622301
H0874,Chennai,5,4,1,1481,Semi-Furnished,1,24,6,19,Villa,3417953
H0875,Bangalore,4,1,3,3668,Furnished,2,14,7,7,Apartment,8456779
H0876,Hyderabad,3,3,2,2381,Furnished,0,3,1,19,Apartment,10856623
H0877,Bangalore,3,2,2,1001,Unfurnished,0,23,3,7,Independent House,19184449
H0878,Bangalore,1,1,0,3269,Unfurnished,0,3,6,12,Independent House,13550992
H0879,Pune,1,3,3,2735,Furnished,0,29,3,8,Independent House,10559405
H0880,Pune,5,2,0,3231,Furnished,0,1,14,18,Villa,19407739
H0881,Pune,5,2,3,2165,Semi-Furnished,2,26,14,12,Villa,16696719
H0882,Delhi,2,3,3,908,Furnished,2,23,7,9,Apartment,7591209
H0883,Hyderabad,5,3,1,3553,Unfurnished,2,11,9,18,Independent House,14075664
H0884,Coimbatore,2,4,1,942,Furnished,2,6,3,7,Apartment,24163020
H0885,Coimbatore,4,1,0,1035,Semi-Furnished,2,19,14,19,Independent House,24844303
H0886,Pune,1,1,3,776,Unfurnished,2,8,1,8,Independent House,21762472
H0887,Chennai,4,4,2,738,Unfurnished,2,8,10,18,Independent House,15668931
H0888,Delhi,5,2,1,793,Unfurnished,0,7,13,8,Villa,11210583
H0889,Mumbai,4,3,2,3857,Unfurnished,1,13,6,12,Independent House,10533756
H0890,Chennai,4,3,0,3889,Furnished,2,0,12,10,Independent House,21293851
H0891,Kolkata,4,3,1,3835,Semi-Furnished,1,22,1,11,Villa,16567804
H0892,Kolkata,5,2,1,1784,Furnished,2,20,1,13,Independent House,2452602
H0893,Chennai,4,3,3,1542,Furnished,2,22,14,19,Villa,6963518
H0894,Pune,2,3,0,1124,Unfurnished,0,11,8,10,Villa,7276902
H0895,Mumbai,5,4,3,2224,Semi-Furnished,1,24,9,7,Apartment,3898901
H0896,Mumbai,4,2,1,3713,Unfurnished,0,1,2,19,Villa,2672685
H0897,Delhi,5,1,0,3562,Furnished,0,12,9,17,Villa,12180233
H0898,Mumbai,3,4,1,2857,Furnished,1,29,5,7,Villa,13983017
H0899,Kolkata,2,4,0,1340,Unfurnished,0,26,13,15,Independent House,7307290
H0900,Hyderabad,4,1,1,1461,Furnished,2,3,8,7,Apartment,20485881
H0901,Pune,3,4,2,3946,Furnished,2,19,7,16,Independent House,17213686
H0902,Mumbai,3,2,2,1553,Unfurnished,2,17,7,14,Villa,9925288
H0903,Delhi,5,3,3,1902,Furnished,2,18,4,6,Villa,24652124
H0904,Kolkata,3,2,2,1874,Semi-Furnished,2,15,2,5,Apartment,12036804
H0905,Hyderabad,2,1,1,3981,Unfurnished,0,26,5,15,Apartment,10902887
H0906,Bangalore,2,1,1,2343,Semi-Furnished,0,13,14,14,Villa,2199444
H0907,Bangalore,1,4,2,3480,Furnished,2,29,11,5,Villa,12338406
H0908,Hyderabad,2,2,3,2787,Furnished,2,28,11,8,Independent House,8337896
H0909,Kolkata,3,2,2,1391,Unfurnished,0,7,3,7,Villa,18886242
H0910,Delhi,2,1,0,1145,Furnished,1,11,14,9,Independent House,19483309
H0911,Hyderabad,5,2,0,2444,Unfurnished,0,8,9,16,Apartment,24252144
H0912,Pune,1,1,0,1616,Unfurnished,0,5,6,13,Independent House,7207249
H0913,Pune,3,2,2,2527,Unfurnished,0,25,1,16,Villa,16574475
H0914,Bangalore,1,2,2,2153,Unfurnished,0,17,3,17,Independent House,17943949
H0915,Mumbai,3,2,2,656,Unfurnished,0,1,12,12,Independent House,16729785
H0916,Delhi,5,1,0,2759,Semi-Furnished,1,22,4,16,Apartment,23515131
H0917,Bangalore,1,4,3,604,Unfurnished,2,7,9,13,Independent House,6947565
H0918,Mumbai,4,2,1,2037,Semi-Furnished,2,23,11,17,Villa,1548648
H0919,Mumbai,3,1,2,3853,Furnished,1,13,6,9,Independent House,12179922
H0920,Coimbatore,4,1,3,3684,Unfurnished,2,5,4,12,Independent House,13262329
H0921,Pune,1,2,1,1962,Furnished,2,9,1,8,Independent House,24086497
H0922,Kolkata,4,2,1,2420,Unfurnished,2,7,8,9,Villa,17475242
H0923,Chennai,4,4,1,1882,Semi-Furnished,1,29,14,19,Independent House,10778544
H0924,Kolkata,1,1,3,2737,Semi-Furnished,1,16,11,16,Villa,24558209
H0925,Chennai,5,1,3,3263,Semi-Furnished,2,24,2,7,Independent House,14378118
H0926,Hyderabad,4,3,0,3538,Furnished,2,28,11,9,Apartment,20708145
H0927,Pune,4,1,3,3345,Unfurnished,2,11,11,16,Apartment,20348012
H0928,Mumbai,5,4,3,1873,Furnished,0,16,8,7,Apartment,3114468
H0929,Delhi,4,3,3,3926,Semi-Furnished,0,12,6,9,Villa,17469841
H0930,Chennai,4,3,1,3545,Furnished,0,18,8,15,Villa,14000343
H0931,Kolkata,4,3,2,3618,Semi-Furnished,1,11,6,18,Villa,4246455
H0932,Mumbai,2,2,0,1731,Semi-Furnished,2,15,5,9,Independent House,9642958
H0933,Chennai,5,2,2,1267,Semi-Furnished,1,24,5,10,Villa,10913191
H0934,Chennai,4,1,2,3241,Unfurnished,1,26,14,13,Villa,24219641
H0935,Coimbatore,5,3,3,3236,Unfurnished,1,4,14,5,Villa,17631534
H0936,Chennai,3,4,0,3132,Semi-Furnished,2,24,10,16,Villa,15300192
H0937,Delhi,3,2,2,3629,Furnished,0,15,10,14,Apartment,4691963
H0938,Pune,4,4,2,3619,Furnished,2,24,11,18,Independent House,19458512
H0939,Delhi,5,4,0,1881,Unfurnished,2,5,8,10,Apartment,23863453
H0940,Bangalore,5,2,3,3286,Semi-Furnished,1,10,7,5,Independent House,12493198
H0941,Mumbai,5,2,2,1596,Furnished,1,16,8,10,Independent House,20855885
H0942,Pune,2,2,1,2526,Semi-Furnished,1,25,12,6,Apartment,5369005
H0943,Coimbatore,3,2,2,881,Furnished,0,22,8,12,Villa,18092353
H0944,Pune,5,3,1,3633,Unfurnished,0,13,7,15,Apartment,17598974
H0945,Pune,5,3,3,3759,Semi-Furnished,0,5,2,7,Independent House,8178213
H0946,Kolkata,2,3,2,1827,Semi-Furnished,2,24,11,14,Independent House,20800733
H0947,Pune,2,3,0,2663,Furnished,1,22,9,18,Villa,12930576
H0948,Coimbatore,5,1,0,3822,Furnished,2,29,13,10,Apartment,21853284
H0949,Delhi,1,3,2,1535,Furnished,0,27,7,10,Independent House,19265710
H0950,Pune,5,2,3,853,Semi-Furnished,1,10,12,19,Apartment,4462227
H0951,Hyderabad,5,4,3,1811,Unfurnished,0,11,11,8,Villa,12972874
H0952,Mumbai,2,3,0,928,Unfurnished,1,12,6,9,Villa,5649956
H0953,Pune,2,1,2,3191,Furnished,1,3,9,6,Independent House,3712746
H0954,Mumbai,5,2,3,3430,Unfurnished,2,6,13,14,Villa,15106341
H0955,Hyderabad,5,4,0,3644,Furnished,2,1,1,19,Independent House,4275614
H0956,Hyderabad,5,4,1,2020,Unfurnished,0,5,11,14,Independent House,3333601
H0957,Mumbai,2,3,2,2140,Semi-Furnished,2,5,2,12,Villa,23634526
H0958,Chennai,5,4,1,3492,Furnished,2,17,13,14,Villa,21810870
H0959,Bangalore,5,3,1,1792,Unfurnished,2,29,1,11,Apartment,12935221
H0960,Kolkata,4,3,3,2316,Semi-Furnished,1,19,10,14,Apartment,4003240
H0961,Chennai,1,2,3,3013,Unfurnished,2,7,12,10,Independent House,10462990
H0962,Chennai,3,2,3,1801,Semi-Furnished,0,7,3,11,Apartment,6347418
H0963,Delhi,1,1,2,1254,Semi-Furnished,1,28,11,16,Independent House,13971533
H0964,Kolkata,4,2,1,1985,Unfurnished,1,7,5,5,Villa,17016974
H0965,Kolkata,3,2,2,1359,Unfurnished,2,7,1,18,Villa,19030739
H0966,Chennai,5,3,3,3286,Semi-Furnished,1,0,4,18,Apartment,22400460
H0967,Pune,4,2,1,2398,Semi-Furnished,0,1,14,9,Independent House,9375904
H0968,Delhi,5,3,2,1663,Semi-Furnished,0,11,13,11,Independent House,8055706
H0969,Delhi,2,3,2,3571,Furnished,1,14,8,5,Apartment,4004037
H0970,Hyderabad,4,2,0,1015,Semi-Furnished,2,3,6,6,Independent House,20887071
H0971,Coimbatore,2,1,2,854,Furnished,2,27,13,13,Independent House,10962407
H0972,Kolkata,4,1,3,1766,Semi-Furnished,1,24,1,16,Villa,12439642
H0973,Chennai,4,4,2,2476,Furnished,0,2,12,7,Independent House,9294833
H0974,Hyderabad,2,4,1,3357,Semi-Furnished,1,13,1,10,Independent House,4017850
H0975,Mumbai,3,2,2,3224,Semi-Furnished,2,21,3,19,Independent House,4286655
H0976,Bangalore,1,1,0,1499,Semi-Furnished,2,22,14,11,Apartment,16966041
H0977,Coimbatore,5,3,1,2658,Unfurnished,1,7,10,13,Apartment,11092496
H0978,Coimbatore,4,4,1,625,Unfurnished,0,12,8,9,Apartment,12854356
H0979,Coimbatore,5,3,0,3604,Semi-Furnished,1,22,11,8,Independent House,14014863
H0980,Delhi,2,4,3,1020,Furnished,0,18,11,15,Independent House,3648652
H0981,Mumbai,5,2,1,1844,Furnished,0,21,14,16,Apartment,6544661
H0982,Coimbatore,2,1,3,2476,Semi-Furnished,1,4,8,19,Apartment,23873219
H0983,Mumbai,5,4,1,3143,Unfurnished,1,12,13,6,Independent House,9722819
